region,year,gini,atk5,atk1,d9010,d9050,d8020,poorAll4,poorAll5,poorAll6,poorK4,poorK5,poorK6,poorE4,poorE5,poorE6,d5075,d75150,d150,poortp,poorsm,pkidsm,eymed,average
Taiwan,2016,0.303,0.076,0.147,3.968,1.989,2.416,5.286,9.958,15.954,3.002,7.083,13.576,13.793,22.6,32.077,21.472,51.396,20.049,5.402,18.436,9.374,433625.01,506345.033
Taiwan,2013,0.308,0.079,0.153,4.128,2.002,2.406,6.077,10.723,16.825,4.159,8.678,16.054,17.172,26.246,34.859,20.996,52.134,18.192,6.068,25.21,9.549,404572.397,471428.115
Taiwan,2010,0.317,0.083,0.161,4.367,2.046,2.533,6.841,11.792,18.547,4.993,10.371,18.948,19.259,29.231,38.144,21.719,48.335,19.575,7.648,25.442,9.061,384234.323,448307.14
Taiwan,2007,0.307,0.076,0.147,4.159,2.065,2.426,5.387,10.177,16.547,3.737,8.628,16.11,18.415,28.566,37.886,21.889,50.989,18.494,6.109,26.347,8.219,405392.97,474603.679
Taiwan,2005,0.305,0.077,0.147,3.959,2.015,2.414,4.991,9.555,15.792,2.996,7.747,14.973,18.773,28.735,38.493,21.814,51.952,18.487,6.245,24.673,6.88,416740.272,490924.966
Taiwan,2000,0.289,0.068,0.131,3.683,1.936,2.311,4.113,8.43,15.02,2.527,7.105,14.995,15.638,25.428,35.873,22.715,53.011,17.169,5.973,22.048,5.208,423036.605,488238.39
Taiwan,1997,0.287,0.067,0.129,3.617,1.923,2.302,3.753,8.208,14.758,3.066,7.877,15.837,12.901,23.829,33.193,23.647,51.284,17.192,6.533,33.182,4.415,397225.83,458838.183
Taiwan,1995,0.292,0.072,0.142,3.614,1.914,2.304,4.9,8.607,14.881,2.729,7.217,15.13,23.13,29.346,36.338,23.118,52.582,17.084,5.719,35.304,4.269,369338.541,423753.7
Taiwan,1991,0.271,0.06,0.114,3.353,1.894,2.209,2.29,6.457,12.519,,,,,,,,,,,,,276083.563,316664.504
Taiwan,1986,0.268,0.059,0.111,3.206,1.872,2.139,1.82,5.195,11.275,,,,,,,,,,,,,150317.387,172556.669
Taiwan,1981,0.267,0.058,0.11,3.292,1.893,2.142,1.815,5.452,11.791,,,,,,,,,,,,,109851.923,126348.219
United Kingdom,2020,0.305,0.078,0.154,3.815,1.994,2.422,4.504,8.851,15.523,4.381,8.722,18.2,3.725,10.956,19.653,29.513,46.635,15.131,6.424,16.53,19.343,22510.724,26245.645
United Kingdom,2019,0.311,0.081,0.158,4.05,1.995,2.526,5.069,10.556,17.744,5.331,13.111,23.021,4.904,12.437,22.352,26.4,44.965,15.525,9.525,26.128,20.112,22576.762,26298.054
United Kingdom,2018,0.317,0.083,0.162,4.062,2.069,2.491,4.729,9.434,16.619,4.856,10.89,20.903,4.195,10.801,20.199,26.619,46.702,15.789,7.937,21.742,19.997,21371.022,25480.096
United Kingdom,2017,0.31,0.08,0.156,3.964,2.0,2.516,4.648,9.746,17.113,4.83,11.79,22.14,4.647,11.26,21.052,27.194,44.919,16.096,7.969,25.533,20.012,20869.357,24419.508
United Kingdom,2016,0.311,0.081,0.157,3.911,1.999,2.464,4.595,9.265,16.463,4.718,10.878,21.19,4.296,9.939,19.391,27.984,46.111,15.027,8.01,20.979,20.393,20142.594,23731.859
United Kingdom,2015,0.315,0.083,0.159,3.881,2.007,2.494,4.255,9.086,16.125,4.168,10.043,20.377,4.052,10.332,19.224,27.674,46.347,15.936,7.186,19.458,21.506,19644.259,23370.337
United Kingdom,2014,0.313,0.082,0.157,3.902,2.031,2.476,4.018,8.714,16.172,4.205,9.695,20.783,3.576,9.608,18.76,28.472,45.664,16.169,7.116,18.721,20.905,19326.551,23004.183
United Kingdom,2013,0.303,0.075,0.146,3.81,2.013,2.451,3.597,8.251,15.434,3.017,8.474,18.382,3.338,9.223,18.449,29.65,46.332,15.543,6.671,14.592,21.069,18587.014,21889.364
United Kingdom,2012,0.312,0.082,0.157,3.854,2.03,2.422,3.799,8.407,15.723,3.669,8.964,18.877,3.436,9.139,18.138,26.858,48.853,15.325,6.761,15.823,21.234,18036.35,21464.2
United Kingdom,2011,0.313,0.081,0.156,3.858,2.043,2.496,3.692,8.062,15.786,3.906,8.706,19.103,3.025,8.772,18.806,27.587,46.863,16.843,6.464,15.479,21.093,17516.33,20968.984
United Kingdom,2010,0.319,0.085,0.162,3.96,2.052,2.469,4.087,8.826,16.522,4.003,9.446,19.706,3.895,9.788,20.594,27.367,46.584,16.603,7.132,16.604,21.467,17241.187,20620.378
United Kingdom,2009,0.331,0.094,0.175,4.088,2.082,2.559,4.234,9.391,16.994,4.933,11.484,21.466,3.381,9.686,20.648,26.292,45.547,16.677,8.593,19.921,21.233,16879.057,20585.417
United Kingdom,2008,0.33,0.092,0.174,4.161,2.077,2.579,4.718,10.063,17.617,5.074,12.523,22.47,4.807,11.916,24.135,25.956,44.594,16.927,8.053,27.378,21.381,16766.915,20261.934
United Kingdom,2007,0.327,0.088,0.169,4.231,2.063,2.608,4.829,10.875,18.57,5.418,13.769,24.309,5.475,13.576,25.983,24.679,44.863,16.689,8.922,28.78,21.348,16241.394,19431.134
United Kingdom,2006,0.339,0.099,0.182,4.248,2.082,2.596,4.672,10.649,18.366,5.39,13.626,23.916,5.581,14.134,27.284,24.725,45.847,15.801,8.439,30.38,21.759,15532.083,19000.009
United Kingdom,2005,0.334,0.096,0.176,4.108,2.053,2.568,4.202,10.014,17.604,4.869,13.086,22.891,4.184,12.059,24.577,25.394,45.313,16.207,7.905,29.374,21.871,14935.234,18202.202
United Kingdom,2004,0.327,0.09,0.168,4.084,2.062,2.528,3.888,9.596,17.216,4.351,12.269,22.199,3.832,12.574,25.465,25.004,47.314,15.413,7.097,29.345,21.294,14441.483,17492.694
United Kingdom,2003,0.328,0.091,0.171,4.132,2.032,2.57,4.446,10.651,18.401,5.175,13.833,23.66,4.545,13.824,27.739,23.252,46.973,15.942,8.234,32.772,20.663,13892.351,16698.102
United Kingdom,2002,0.333,0.095,0.176,4.233,2.05,2.585,4.334,11.267,19.036,4.798,14.548,24.001,4.866,15.145,30.588,22.379,47.354,15.719,8.465,34.489,21.533,13475.229,16220.147
United Kingdom,2001,0.351,0.107,0.193,4.415,2.121,2.707,4.544,11.453,19.834,5.062,15.263,25.532,5.98,16.539,32.27,23.15,45.861,15.725,8.227,41.768,19.538,13088.326,16235.312
United Kingdom,2000,0.362,0.116,0.204,4.472,2.129,2.756,4.873,12.046,20.299,5.213,15.758,25.412,6.958,18.096,34.424,23.033,43.781,17.428,8.643,44.895,18.684,12353.125,15551.845
United Kingdom,1999,0.348,0.103,0.188,4.442,2.084,2.779,4.868,12.503,21.323,5.946,18.007,28.287,6.666,17.929,34.847,22.974,42.462,16.557,10.025,49.943,18.734,11642.623,14202.653
United Kingdom,1998,0.344,0.1,0.184,4.453,2.104,2.808,4.839,12.443,21.346,5.994,17.995,28.476,6.63,18.378,35.754,23.103,42.101,16.802,10.748,49.297,17.956,11181.126,13635.317
United Kingdom,1997,0.337,0.095,0.176,4.358,2.068,2.766,4.746,12.031,20.792,5.955,16.91,27.369,6.635,17.794,34.827,23.21,43.409,16.471,10.158,48.072,16.894,10588.567,12788.425
United Kingdom,1996,0.334,0.093,0.173,4.318,2.072,2.778,4.118,11.754,20.979,5.02,17.138,28.031,5.659,16.216,33.448,23.636,42.604,16.622,10.526,47.972,16.837,10040.871,12089.157
United Kingdom,1995,0.337,0.094,0.177,4.362,2.131,2.781,3.868,11.008,20.537,4.399,15.221,27.39,4.674,15.507,32.561,25.492,41.798,17.488,10.471,37.626,16.384,9331.47,11347.549
United Kingdom,1994,0.341,0.097,0.181,4.343,2.117,2.797,3.784,11.093,20.264,4.014,15.26,26.667,4.154,15.131,31.989,25.13,42.187,17.423,10.97,32.547,18.958,9075.34,11112.294
United Kingdom,1991,0.34,0.098,0.189,4.669,2.061,2.947,6.733,14.599,22.768,8.549,18.476,26.89,8.246,24.092,43.556,21.985,43.392,16.147,12.973,45.047,15.987,7675.483,9095.882
United Kingdom,1986,0.304,0.08,0.17,3.802,1.945,2.533,4.719,9.138,17.616,6.353,11.666,21.09,0.964,6.978,23.593,22.384,50.543,15.408,10.298,19.755,13.213,5011.85,5722.593
United Kingdom,1979,0.267,0.059,0.121,3.481,1.789,2.312,3.456,8.955,16.834,4.04,7.741,12.69,3.717,23.141,50.48,17.597,62.014,12.648,5.932,22.912,9.877,2890.256,3182.296
United Kingdom,1974,0.268,0.06,0.116,3.406,1.764,2.208,3.289,9.081,15.395,3.322,8.048,14.161,9.048,29.74,47.229,21.267,60.325,10.36,5.345,39.4,7.997,1335.095,1482.954
United Kingdom,1969,0.268,0.059,0.113,3.232,1.841,2.174,2.032,5.498,12.385,,,,,,,,,,,,,648.502,741.191
United States,2020,0.374,0.118,0.23,5.612,2.229,3.014,10.126,16.023,23.126,10.941,17.799,26.69,12.953,21.141,29.365,21.413,40.783,20.005,11.156,42.047,20.088,45174.117,55548.972
United States,2019,0.391,0.13,0.254,6.053,2.306,3.228,10.985,17.481,24.669,11.761,20.013,29.391,14.691,22.399,29.658,20.721,38.342,20.925,12.873,46.715,19.364,42672.528,53580.094
United States,2018,0.389,0.129,0.253,5.993,2.276,3.178,11.124,17.553,24.486,11.89,19.791,28.729,14.326,22.45,29.94,21.114,39.01,20.084,12.936,45.202,19.549,39675.19,49359.857
United States,2017,0.384,0.125,0.25,5.889,2.293,3.188,10.573,17.145,24.524,11.855,20.429,30.223,12.839,20.823,29.281,21.852,38.253,19.467,13.835,43.869,20.227,36829.95,45677.425
United States,2016,0.383,0.125,0.246,5.878,2.277,3.148,10.653,17.007,24.191,11.964,20.126,29.766,12.654,20.788,28.708,21.785,40.31,17.778,12.813,45.338,20.957,35785.032,44151.689
United States,2015,0.381,0.124,0.244,5.736,2.308,3.069,9.887,15.735,22.883,11.308,18.689,28.152,10.64,18.379,26.485,22.503,42.308,16.5,11.914,40.471,21.353,33199.06,41615.262
United States,2014,0.384,0.126,0.248,5.868,2.326,3.102,10.223,16.181,23.468,11.35,18.614,28.138,11.07,18.442,26.725,22.131,42.696,16.558,11.729,41.495,21.086,32122.535,40218.707
United States,2013,0.379,0.122,0.241,5.704,2.248,3.133,10.282,16.652,23.965,11.03,18.784,28.175,11.109,18.943,27.316,22.166,38.923,20.127,11.712,43.028,21.119,31903.623,39439.757
United States,2012,0.381,0.124,0.244,5.757,2.242,3.187,10.537,16.781,24.193,12.34,19.783,29.066,10.475,18.783,27.756,21.88,37.936,20.401,12.604,43.466,21.653,31512.893,39074.555
United States,2011,0.381,0.124,0.243,5.711,2.26,3.15,10.213,16.342,23.845,11.936,19.268,28.909,9.99,18.428,27.356,22.166,38.061,20.505,11.994,42.776,22.24,30662.978,38128.28
United States,2010,0.37,0.117,0.234,5.615,2.195,3.082,10.476,16.586,23.666,12.185,19.689,28.249,11.235,19.568,28.796,21.602,38.984,19.724,12.756,42.594,21.502,30149.396,36596.955
United States,2009,0.376,0.123,0.237,5.406,2.176,3.013,9.856,15.866,22.985,11.544,18.634,27.438,10.485,18.744,27.946,22.285,39.494,19.587,12.071,40.686,21.078,30032.593,37019.123
United States,2008,0.38,0.126,0.245,5.695,2.175,3.112,11.125,17.313,24.258,14.073,21.431,29.798,12.782,21.994,31.251,19.612,39.709,19.248,14.048,47.068,21.243,29905.667,36685.917
United States,2007,0.381,0.127,0.25,5.78,2.162,3.131,11.366,17.734,24.474,13.8,21.598,29.882,14.412,24.422,33.581,19.525,39.976,18.901,13.77,48.353,21.191,29575.257,36069.002
United States,2006,0.389,0.135,0.258,5.78,2.189,3.102,11.051,17.057,23.847,13.286,20.414,28.558,14.07,23.6,32.914,19.956,39.768,19.862,12.565,48.156,20.985,28500.395,35525.985
United States,2005,0.384,0.129,0.248,5.677,2.166,3.075,11.06,17.237,23.833,13.476,20.672,28.468,14.043,24.003,33.396,19.588,40.377,19.363,13.087,47.109,20.947,27561.076,33967.501
United States,2004,0.374,0.124,0.241,5.57,2.115,3.043,11.131,17.16,24.021,13.741,20.397,28.53,13.833,24.658,34.767,19.564,41.279,18.76,12.961,46.374,21.256,26592.153,32168.268
United States,2003,0.379,0.126,0.245,5.738,2.156,3.143,11.351,17.519,24.414,14.837,21.829,30.067,13.48,24.661,34.575,19.788,39.848,18.535,14.292,48.214,20.993,25697.589,31394.452
United States,2002,0.373,0.122,0.235,5.445,2.106,3.066,10.742,17.354,24.265,13.65,22.177,30.666,13.609,23.772,33.657,19.548,40.509,17.765,14.869,47.89,20.651,24950.724,30188.064
United States,2001,0.374,0.125,0.237,5.305,2.085,2.998,10.421,16.852,23.888,13.261,21.22,29.847,12.803,23.149,32.859,20.346,41.606,16.828,14.037,46.576,20.744,24455.0,29635.557
United States,2000,0.37,0.121,0.229,5.269,2.08,2.955,10.295,16.609,23.489,13.023,20.829,29.335,13.66,23.774,33.263,20.344,42.626,16.2,13.694,47.476,20.081,23972.161,28937.047
United States,1999,0.367,0.118,0.225,5.317,2.087,3.0,10.424,16.889,23.837,13.513,21.786,30.269,12.454,21.792,31.323,20.279,41.536,16.399,14.245,49.998,20.323,23069.266,27702.007
United States,1998,0.367,0.119,0.228,5.331,2.069,3.012,10.689,16.952,24.036,14.604,22.408,31.207,12.052,21.53,30.833,20.326,40.973,16.293,14.015,50.969,21.765,22042.336,26392.365
United States,1997,0.372,0.122,0.23,5.348,2.12,3.003,10.187,16.59,23.753,14.066,22.064,30.912,11.28,20.476,30.251,21.066,40.894,15.977,13.558,51.031,21.599,20838.323,25333.082
United States,1996,0.368,0.119,0.223,5.3,2.114,2.992,10.071,16.519,23.784,13.765,21.946,31.274,11.443,20.568,29.975,21.759,40.624,15.67,13.515,50.822,21.65,19953.217,24094.004
United States,1995,0.365,0.116,0.22,5.243,2.101,2.964,9.954,16.26,23.584,13.687,21.524,30.914,10.762,19.855,29.395,21.226,40.971,16.278,13.018,50.181,21.937,19182.23,23127.429
United States,1994,0.369,0.118,0.226,5.48,2.139,3.027,10.514,16.841,23.808,14.829,22.992,31.509,10.97,20.028,29.537,20.1,39.894,17.014,13.878,53.495,21.726,18293.507,22186.308
United States,1993,0.373,0.121,0.231,5.673,2.136,3.124,11.328,17.562,24.387,16.64,24.594,32.632,11.129,20.25,29.716,19.341,39.16,16.906,14.451,54.915,23.548,17595.768,21324.024
United States,1992,0.351,0.103,0.207,5.489,2.082,3.052,11.191,17.655,24.334,16.246,24.606,32.554,12.358,21.347,30.678,18.971,40.907,15.516,14.629,55.378,22.832,17330.0,20183.536
United States,1991,0.345,0.1,0.201,5.371,2.069,3.004,10.781,17.393,23.884,15.995,24.549,32.35,11.213,20.846,29.979,20.052,40.658,14.741,14.51,55.975,22.827,16888.97,19545.813
United States,1990,0.345,0.1,0.2,5.358,2.061,2.99,10.891,17.034,23.65,16.028,24.063,32.281,11.873,20.945,29.875,19.778,41.746,14.414,14.269,56.667,21.694,16353.259,18995.44
United States,1989,0.347,0.101,0.202,5.38,2.057,3.013,11.146,17.571,24.046,16.155,24.477,32.337,12.943,22.932,32.617,19.426,41.938,14.158,15.273,56.199,21.204,16019.515,18532.813
United States,1988,0.344,0.099,0.2,5.408,2.046,3.024,11.379,17.553,24.231,16.707,24.474,32.465,12.724,22.748,32.066,19.484,42.055,13.988,14.616,58.446,21.199,15106.67,17373.062
United States,1987,0.339,0.097,0.197,5.424,2.01,3.031,11.73,18.026,24.319,17.185,25.151,32.67,13.08,22.763,31.773,18.605,42.223,14.021,15.228,59.714,21.217,14577.001,16553.692
United States,1986,0.347,0.102,0.21,5.709,2.066,3.087,12.248,18.12,24.33,18.162,25.563,32.738,12.612,21.792,31.248,18.169,41.806,14.462,15.777,61.241,20.688,13518.02,15544.346
United States,1985,0.346,0.102,0.209,5.564,2.069,3.06,11.726,17.947,24.048,17.15,24.974,32.197,11.885,21.191,30.194,18.148,42.343,14.535,16.043,58.44,20.227,12814.802,14771.684
United States,1984,0.344,0.1,0.206,5.581,2.064,3.063,11.759,18.179,24.105,17.432,25.667,32.478,11.106,20.801,29.928,18.032,42.143,14.159,16.644,59.196,20.154,12264.292,14046.614
United States,1983,0.342,0.099,0.206,5.535,2.053,3.054,11.827,17.939,24.226,17.18,25.255,32.863,11.976,20.422,29.458,18.789,41.511,14.444,16.705,58.672,19.707,11365.0,12974.023
United States,1982,0.335,0.096,0.199,5.288,2.017,2.946,11.143,17.39,23.622,16.1,24.19,31.501,11.66,20.841,30.375,18.522,43.925,13.363,15.553,58.238,19.468,10787.476,12219.127
United States,1981,0.322,0.088,0.185,4.886,1.941,2.805,10.154,16.23,22.787,13.949,21.744,29.724,12.447,22.428,32.1,19.683,46.206,12.367,13.788,52.645,19.817,10173.893,11347.129
United States,1980,0.314,0.085,0.177,4.715,1.906,2.733,9.749,15.695,22.222,13.082,20.622,28.457,14.001,24.401,34.928,19.474,47.865,12.039,12.981,52.228,18.75,9504.51,10516.171
United States,1979,0.317,0.086,0.179,4.69,1.908,2.711,9.594,15.453,21.789,12.31,19.682,27.301,16.399,26.953,36.972,19.497,48.006,12.815,11.92,52.222,18.713,8820.492,9823.237
United States,1974,0.317,0.088,0.185,4.867,1.894,2.615,10.508,15.677,20.916,,,,,,,,,,,,,5789.215,6398.766
Uruguay,2019,0.367,0.109,0.201,5.181,2.349,2.96,6.585,13.044,20.827,9.962,19.465,30.064,3.338,8.231,15.248,25.069,37.232,18.234,15.199,33.868,21.933,332726.915,424423.91
Uruguay,2018,0.367,0.109,0.201,5.14,2.359,2.922,6.296,12.796,20.602,10.031,19.719,30.216,3.029,7.931,15.993,25.011,37.618,17.652,15.801,32.942,22.106,311769.145,398661.851
Uruguay,2017,0.366,0.109,0.201,5.129,2.32,2.892,6.795,13.326,20.892,10.557,20.268,30.311,3.963,9.258,16.853,24.315,38.178,17.238,15.779,35.397,22.611,299054.826,378474.491
Uruguay,2016,0.365,0.108,0.2,5.167,2.33,2.915,6.971,13.329,20.913,10.834,20.253,30.698,3.919,8.926,16.171,24.383,37.834,17.53,16.271,33.687,21.797,270000.0,341516.181
Uruguay,2015,0.369,0.11,0.206,5.382,2.348,2.952,7.792,14.197,21.557,12.552,22.104,31.889,4.306,9.532,17.195,23.734,36.972,17.189,17.312,38.537,22.147,247901.051,313600.021
Uruguay,2014,0.367,0.109,0.203,5.286,2.357,2.933,7.342,13.632,20.87,11.849,21.217,31.046,4.363,9.769,17.58,23.932,37.984,16.866,16.479,38.038,22.049,224400.0,285042.834
Uruguay,2013,0.374,0.113,0.21,5.397,2.395,3.006,7.33,13.975,21.33,11.957,22.14,32.179,3.814,8.868,15.836,24.318,36.654,16.888,17.074,39.617,21.766,196679.508,252245.454
Uruguay,2012,0.358,0.102,0.194,5.303,2.354,2.984,7.111,13.634,21.342,11.475,21.227,31.707,4.164,9.357,16.696,24.263,37.794,16.717,17.022,35.88,22.275,179229.477,224159.217
Uruguay,2011,0.384,0.121,0.22,5.476,2.47,3.041,6.919,13.276,21.254,10.716,20.314,31.376,4.584,9.977,17.314,25.319,37.047,17.32,16.303,34.493,21.647,158004.026,208047.383
Uruguay,2010,0.408,0.136,0.242,5.949,2.642,3.213,7.284,14.185,21.649,11.523,21.839,31.811,3.445,8.138,14.774,23.923,35.411,18.827,18.189,34.782,21.382,129932.252,179328.664
Uruguay,2009,0.421,0.146,0.259,6.375,2.69,3.338,8.59,15.189,22.765,13.732,23.48,33.528,4.646,9.934,17.074,23.603,33.399,19.518,19.784,36.929,21.068,119303.135,166981.428
Uruguay,2008,0.428,0.15,0.267,6.675,2.784,3.406,8.907,15.481,22.962,14.539,24.099,34.081,4.39,9.259,15.86,23.128,32.916,19.857,19.765,39.128,21.999,102748.708,146045.901
Uruguay,2007,0.43,0.151,0.267,6.51,2.832,3.41,7.622,14.626,22.722,11.474,21.932,33.457,3.931,8.774,14.575,25.224,33.344,19.499,18.588,33.958,21.074,85611.571,123658.728
Uruguay,2006,0.431,0.151,0.269,6.604,2.834,3.393,8.31,15.202,22.937,12.071,22.039,32.387,4.997,9.773,16.018,24.364,33.612,19.985,19.313,32.657,19.829,76210.236,109192.076
Uruguay,2005,0.424,0.146,0.265,6.888,2.75,3.399,10.038,16.278,23.562,16.79,26.299,36.54,3.13,6.775,11.605,22.744,30.947,20.01,23.809,34.751,21.997,67871.188,94236.676
Uruguay,2004,0.435,0.155,0.278,6.965,2.813,3.523,9.849,16.59,23.893,16.185,25.897,36.035,3.446,7.461,12.295,22.554,31.653,19.896,24.245,33.348,18.815,61509.157,87961.905
Vietnam,2013,0.35,0.1,0.188,4.941,2.149,2.799,7.769,14.481,21.461,8.925,16.988,24.875,16.096,23.747,31.23,19.955,42.788,20.269,16.48,20.07,12.817,54700000.0,66300000.0
Vietnam,2011,0.364,0.11,0.2,4.856,2.197,2.82,6.949,13.087,20.41,7.943,15.657,24.284,15.461,23.018,30.152,22.093,40.834,21.416,14.862,22.17,11.822,44300000.0,55700000.0
Vietnam,2009,0.398,0.133,0.233,5.383,2.485,2.936,6.39,12.28,20.165,7.649,14.844,23.955,12.698,20.57,29.406,23.653,39.541,21.962,13.908,22.24,10.518,29100000.0,39300000.0
Vietnam,2007,0.401,0.136,0.235,5.124,2.46,2.849,5.141,11.405,18.72,5.657,13.244,22.247,13.284,20.922,27.991,25.141,40.088,21.527,12.312,20.059,12.247,20500000.0,28200000.0
Vietnam,2005,0.369,0.113,0.201,4.739,2.361,2.712,4.355,10.157,17.502,4.812,12.119,21.149,11.663,18.254,26.298,24.408,42.91,20.563,11.535,16.765,11.938,14500000.0,19100000.0
